"","results.x$means$x","afinidad_all","serie$folio"
"559",1.58301225206068,"pdc","ts_cep16"
"560",0.0653502151055446,"none","ts_cep16"
"561",0.052563698388309,"none","ts_cep16"
"562",0.803241811482119,"prsd","ts_cep16"
"563",-0.0394126594254912,"pdc","ts_cep16"
"564",0.067004118233359,"pdc","ts_cep16"
"565",0.203387925252955,"none","ts_cep16"
"566",0.730377831029507,"none","ts_cep16"
"567",0.952800099020089,"prsd","ts_cep16"
"568",0.530872211519074,"none","ts_cep16"
"569",0.47203422211966,"none","ts_cep16"
"570",0.141433866665754,"none","ts_cep16"
"571",1.46716082930186,"pdc","ts_cep16"
"572",0.423731828481083,"pdc","ts_cep16"
"573",0.0781870418222342,"none","ts_cep16"
"574",1.48665861689543,"pdc","ts_cep16"
"575",-0.502396939895785,"pdc","ts_cep16"
"576",-1.02140828577333,"pdc","ts_cep16"
"577",-0.236155525519367,"ppd","ts_cep16"
"578",1.08729917175245,"pdc","ts_cep16"
"579",0.785998163774733,"pdc","ts_cep16"
"580",1.06372138093342,"none","ts_cep16"
